doi,article,model,sample_size,study_type,model_type,auc,auc_ci,sens,sens_ci,spec,spec_ci,roc,roc_colour,roc_panel,exclude,from_rand_order
10.3389_fnagi.2025.1582687,75,9,500,development,prognostic,0.872,na,83,na,90.9,na,yes,green,3a,na,yes
10.3389_fnagi.2025.1582687,75,10,209,validation,prognostic,0.649,na,53.9,na,74.9,na,yes,blue,1b,na,yes
10.3389_fnagi.2025.1582687,75,11,209,validation,prognostic,0.706,na,67.2,na,72.4,na,yes,red,1b,na,yes
10.3389_fnagi.2025.1582687,75,12,209,validation,prognostic,0.768,na,59.8,na,92.7,na,yes,green,1b,na,yes
10.3389_fnagi.2025.1582687,75,13,209,validation,prognostic,0.622,na,59,na,76,na,yes,blue,2b,na,yes
10.3389_fnagi.2025.1582687,75,14,209,validation,prognostic,0.705,na,71.6,na,76.9,na,yes,red,2b,na,yes
10.3389_fnagi.2025.1582687,75,15,209,validation,prognostic,0.818,na,83,na,79.9,na,yes,green,2b,na,yes
10.3389_fnagi.2025.1582687,75,16,209,validation,prognostic,0.67,na,54.6,na,82.6,na,yes,blue,3b,na,yes
10.3389_fnagi.2025.1582687,75,17,209,validation,prognostic,0.72,na,57.9,na,86.8,na,yes,red,3b,na,yes
10.3389_fnagi.2025.1582687,75,18,209,validation,prognostic,0.778,na,82.7,na,80.8,na,yes,green,3b,na,yes
10.1016_j.heliyon.2025.e42110,76,1,380,development,prognostic,0.75,yes,69,yes,73,yes,yes,blue,a,na,yes
10.1016_j.heliyon.2025.e42110,76,2,164,validation,prognostic,0.64,yes,70,yes,58,yes,yes,red,a,na,yes
10.1016_j.dld.2025.03.021,77,1,60,validation,diagnostic,0.87,yes,na,na,na,na,na,na,na,na,yes
10.1016_j.dld.2025.03.021,77,2,60,validation,prognostic,0.97,yes,na,na,na,na,na,na,na,na,yes
10.1016_j.dld.2025.03.021,77,3,60,validation,prognostic,0.74,yes,na,na,na,na,na,na,na,na,yes
10.1016_j.dld.2025.03.021,77,4,60,validation,prognostic,0.86,yes,na,na,na,na,na,na,na,na,yes
10.1016_j.ijcard.2025.133427,78,1,3745,validation,prognostic,0.64,yes,na,na,na,na,na,na,na,na,yes
10.1016_j.ijcard.2025.133427,78,2,3745,validation,prognostic,0.65,yes,na,na,na,na,na,na,na,na,yes
10.1016_j.ijcard.2025.133427,78,3,3745,validation,prognostic,0.63,yes,na,na,na,na,na,na,na,na,yes
10.1016_j.ijcard.2025.133427,78,4,3745,validation,prognostic,0.52,yes,na,na,na,na,na,na,na,na,yes
10.1016_j.ijcard.2025.133427,78,5,3745,validation,prognostic,0.63,yes,na,na,na,na,na,na,na,na,yes
10.1016_j.ijcard.2025.133427,78,6,3745,validation,prognostic,0.52,yes,na,na,na,na,na,na,na,na,yes
10.1016_j.ijcard.2025.133427,78,7,3745,validation,prognostic,0.6,yes,na,na,na,na,na,na,na,na,yes
10.1080_19490976.2025.2508433,79,1,240,validation,diagnostic,0.91,na,na,na,na,na,na,na,na,na,yes
10.1080_19490976.2025.2508433,79,2,240,validation,diagnostic,0.93,na,na,na,na,na,na,na,na,na,yes
10.2147_NSS.S536630,80,1,2682,development,prognostic,0.826,yes,na,na,na,na,yes,red,a,na,yes
10.2147_NSS.S536630,80,2,1169,validation,prognostic,0.822,yes,na,na,na,na,yes,red,b,na,yes
10.3389_fnut.2025.1472596,na,na,na,na,na,na,na,na,na,na,na,na,na,na,not required data,yes
10.1016_j.jns.2025.125665,81,1,79,development,prognostic,0.84,yes,na,na,na,na,yes,black,1,na,yes
10.1016_j.jns.2025.125665,81,2,79,development,prognostic,0.79,yes,na,na,na,na,yes,black,2,na,yes
10.3389_ijph.2025.1607952,82,1,7259,validation,prognostic,0.814,yes,na,na,na,na,na,na,na,na,yes
10.3389_ijph.2025.1607952,82,2,7259,validation,prognostic,0.813,yes,na,na,na,na,na,na,na,na,yes
10.3389_ijph.2025.1607952,82,3,7259,validation,prognostic,0.791,yes,na,na,na,na,na,na,na,na,yes
10.3389_fnut.2025.1574063,83,1,680,validation,prognostic,0.95,na,93,na,91,na,cnd,na,na,na,yes
10.3389_fnut.2025.1574063,83,2,680,validation,prognostic,0.931,na,90,na,92,na,cnd,na,na,na,yes
10.3389_fnut.2025.1574063,83,3,680,validation,prognostic,0.892,na,87,na,89,na,cnd,na,na,na,yes
10.3389_fnut.2025.1574063,83,4,680,validation,prognostic,0.761,na,75,na,78,na,cnd,na,na,na,yes
10.3389_fnut.2025.1574063,83,5,680,validation,prognostic,0.803,na,81,na,79,na,cnd,na,na,na,yes
10.3389_fnut.2025.1574063,83,6,680,validation,prognostic,0.935,na,92,na,94,na,cnd,na,na,na,yes
10.3389_fnut.2025.1574063,83,7,680,validation,prognostic,0.928,na,90,na,92,na,cnd,na,na,na,yes
10.3389_fnut.2025.1574063,83,8,680,validation,prognostic,0.945,na,89,na,91,na,cnd,na,na,na,yes
10.3389_fnut.2025.1574063,83,9,680,validation,prognostic,0.922,na,88,na,90,na,cnd,na,na,na,yes
10.3389_fnut.2025.1574063,83,10,680,validation,prognostic,0.877,na,87,na,86,na,cnd,na,na,na,yes
10.3389_fnut.2025.1574063,83,11,680,validation,prognostic,0.743,na,73,na,75,na,cnd,na,na,na,yes
10.3389_fnut.2025.1574063,83,12,680,validation,prognostic,0.797,na,78,na,80,na,cnd,na,na,na,yes
10.3389_fnut.2025.1574063,83,13,680,validation,prognostic,0.925,na,91,na,93,na,cnd,na,na,na,yes
10.3389_fnut.2025.1574063,83,14,680,validation,prognostic,0.913,na,89,na,91,na,cnd,na,na,na,yes
10.3389_fnut.2025.1574063,83,15,680,validation,prognostic,0.971,na,97,na,85,na,cnd,na,na,na,yes
10.3389_fnut.2025.1574063,83,16,680,validation,prognostic,0.957,na,94,na,96,na,cnd,na,na,na,yes
10.3389_fnut.2025.1574063,83,17,680,validation,prognostic,0.928,na,91,na,93,na,cnd,na,na,na,yes
10.3389_fnut.2025.1574063,83,18,680,validation,prognostic,0.799,na,79,na,81,na,cnd,na,na,na,yes
10.3389_fnut.2025.1574063,83,19,680,validation,prognostic,0.831,na,82,na,84,na,cnd,na,na,na,yes
10.3389_fnut.2025.1574063,83,20,680,validation,prognostic,0.962,na,96,na,94,na,cnd,na,na,na,yes
10.3389_fnut.2025.1574063,83,21,680,validation,prognostic,0.959,na,93,na,95,na,cnd,na,na,na,yes
10.1007_s10096-025-05354-8,84,1,968,validation,diagnostic,0.779,yes,78.8,yes,64.8,yes,yes,red,1,na,yes
10.1007_s10096-025-05354-8,84,2,968,validation,diagnostic,0.669,yes,63.1,yes,64.3,yes,yes,blue,2,na,yes
10.1007_s10096-025-05354-8,84,3,968,validation,diagnostic,0.619,yes,73.7,yes,50.5,yes,yes,orange,3,na,yes
10.1007_s10096-025-05354-8,84,4,968,validation,diagnostic,0.805,yes,66.2,yes,79,yes,yes,green,4,na,yes
10.1007_s10096-025-05354-8,84,5,968,validation,diagnostic,0.764,yes,71.5,yes,69,yes,yes,pruple,5,na,yes
10.1007_s10096-025-05354-8,84,6,968,validation,diagnostic,0.612,yes,52.6,yes,68.6,yes,yes,blue,6,na,yes
10.1007_s10096-025-05354-8,84,7,968,validation,diagnostic,0.724,yes,68.1,yes,65.2,yes,yes,yellow,7,na,yes
10.1007_s10096-025-05354-8,84,8,968,validation,diagnostic,0.654,yes,22.7,yes,89,yes,yes,pink,8,na,yes
10.1007_s10096-025-05354-8,84,9,968,validation,diagnostic,0.597,yes,41.8,yes,79,yes,yes,red,9,na,yes
10.1007_s10096-025-05354-8,84,10,98,validation,diagnostic,0.857,na,76.9,na,84.1,na,na,na,na,na,yes
10.1007_s10096-025-05354-8,84,11,98,validation,diagnostic,0.812,na,73.4,na,78.9,na,na,na,na,na,yes
10.3389_fmed.2025.1623850,85,1,50,development,diagnostic,0.85,yes,na,na,na,na,na,na,na,na,yes
10.3389_fmed.2025.1623850,85,2,23,validation,diagnostic,0.79,yes,na,na,na,na,na,na,na,na,yes
10.3389_fmed.2025.1623850,85,3,50,development,diagnostic,0.9,yes,na,na,na,na,na,na,na,na,yes
10.3389_fmed.2025.1623850,85,4,23,validation,diagnostic,0.82,yes,na,na,na,na,na,na,na,na,yes
10.3389_fmed.2025.1623850,85,5,50,development,diagnostic,0.96,yes,na,na,na,na,yes,pink,1,na,yes
10.3389_fmed.2025.1623850,85,6,23,validation,diagnostic,0.96,yes,na,na,na,na,yes,blue,1,na,yes
10.1007_s40618-025-02616-2,86,1,82,development,diagnostic,0.783,yes,na,na,na,na,yes,black,1,na,yes
10.1007_s40618-025-02616-2,86,2,82,development,diagnostic,0.708,yes,na,na,na,na,yes,black,2,na,yes
10.1007_s40618-025-02616-2,86,3,82,development,diagnostic,0.502,yes,na,na,na,na,yes,black,3,na,yes
10.1016_j.dcn.2025.101639,87,1,450,development,prognostic,0.78,na,na,na,na,na,na,na,na,na,yes
10.1016_j.dcn.2025.101639,87,2,450,development,prognostic,0.79,na,na,na,na,na,na,na,na,na,yes
10.1186_s40644-025-00920-x,88,1,138,development,prognostic,0.957,na,na,na,na,na,cnd,na,na,na,yes
10.1186_s40644-025-00920-x,88,2,138,development,prognostic,0.972,na,na,na,na,na,cnd,na,na,na,yes
10.1186_s40644-025-00920-x,88,3,138,validation,prognostic,0.727,na,na,na,na,na,cnd,na,na,na,yes
10.1186_s40644-025-00920-x,88,4,138,validation,prognostic,0.799,na,na,na,na,na,cnd,na,na,na,yes
10.1186_s40644-025-00920-x,88,5,138,validation,prognostic,0.682,na,na,na,na,na,cnd,na,na,na,yes
10.1186_s40644-025-00920-x,88,6,138,validation,prognostic,0.826,na,na,na,na,na,cnd,na,na,na,yes
10.1186_s40644-025-00920-x,88,7,138,development,prognostic,0.915,na,na,na,na,na,cnd,na,na,na,yes
10.1186_s40644-025-00920-x,88,8,138,development,prognostic,0.982,na,na,na,na,na,cnd,na,na,na,yes
10.1186_s40644-025-00920-x,88,9,138,validation,prognostic,0.682,na,na,na,na,na,cnd,na,na,na,yes
10.1186_s40644-025-00920-x,88,10,138,validation,prognostic,0.714,na,na,na,na,na,cnd,na,na,na,yes
10.1186_s40644-025-00920-x,88,11,138,development,prognostic,0.97,na,na,na,na,na,cnd,na,na,na,yes
10.1186_s40644-025-00920-x,88,12,138,validation,prognostic,0.85,na,na,na,na,na,cnd,na,na,na,yes
10.1177_02692155251337570,89,1,65,validation,diagnostic,0.628,na,na,na,na,na,yes,blue,na,na,yes
10.1016_j.jns.2025.123587,90,1,970,development,prognostic,0.613,na,na,na,na,na,cnd,na,na,na,yes
10.1016_j.jns.2025.123587,90,2,970,development,prognostic,0.599,na,na,na,na,na,cnd,na,na,na,yes
10.1016_j.jns.2025.123587,90,3,970,development,prognostic,0.547,na,na,na,na,na,cnd,na,na,na,yes
10.1016_j.jns.2025.123587,90,4,970,development,prognostic,0.533,na,na,na,na,na,cnd,na,na,na,yes
10.1016_j.jns.2025.123587,90,5,970,development,prognostic,0.75,na,na,na,na,na,cnd,na,na,na,yes
10.1016_j.jns.2025.123587,90,6,970,development,prognostic,0.784,na,na,na,na,na,cnd,na,na,na,yes
10.1245_s10434-025-17656-4,91,1,84,development,prognostic,0.743,na,84,na,68,na,cnd,na,na,na,yes
10.1245_s10434-025-17656-4,91,2,84,development,prognostic,0.645,na,56.7,na,88.2,na,cnd,na,na,na,yes
10.1245_s10434-025-17656-4,91,3,84,development,prognostic,0.79,na,90.9,na,67.7,na,cnd,na,na,na,yes
10.1245_s10434-025-17656-4,91,4,38,validation,prognostic,0.725,na,83.3,na,69.2,na,cnd,na,na,na,yes
10.1245_s10434-025-17656-4,91,5,38,validation,prognostic,0.644,na,57.1,na,80,na,cnd,na,na,na,yes
10.1245_s10434-025-17656-4,91,6,38,validation,prognostic,0.808,na,100,na,71.4,na,cnd,na,na,na,yes
10.1371_journal.pgen.1011718,92,1,11106,validation,diagnostic,0.878,yes,na,na,na,na,cnd,na,na,na,yes
10.1371_journal.pgen.1011718,92,2,11106,validation,diagnostic,0.878,yes,na,na,na,na,cnd,na,na,na,yes
10.1371_journal.pgen.1011718,92,3,11106,validation,diagnostic,0.877,yes,na,na,na,na,cnd,na,na,na,yes
10.1371_journal.pgen.1011718,92,4,11106,validation,diagnostic,0.877,yes,na,na,na,na,cnd,na,na,na,yes
10.1371_journal.pgen.1011718,92,5,11106,validation,diagnostic,0.876,yes,na,na,na,na,cnd,na,na,na,yes
10.1371_journal.pgen.1011718,92,6,11106,validation,diagnostic,0.876,yes,na,na,na,na,cnd,na,na,na,yes
10.1371_journal.pgen.1011718,92,7,11106,validation,diagnostic,0.876,yes,na,na,na,na,cnd,na,na,na,yes
10.1371_journal.pgen.1011718,92,8,11106,validation,diagnostic,0.876,yes,na,na,na,na,cnd,na,na,na,yes
10.1371_journal.pgen.1011718,92,9,11106,validation,diagnostic,0.876,yes,na,na,na,na,cnd,na,na,na,yes
10.1371_journal.pgen.1011718,92,10,11106,validation,diagnostic,0.876,yes,na,na,na,na,cnd,na,na,na,yes
10.1080_09546634.2025.2564810,93,1,641,development,prognostic,0.58,na,na,na,na,na,na,na,na,na,yes
10.3389_fnagi.2025.1685288,94,1,55,development,diagnostic,0.81,na,74,na,80,na,na,na,na,na,yes
10.3389_fnagi.2025.1685288,94,2,55,development,diagnostic,0.79,na,80,na,70,na,na,na,na,na,yes
10.3389_fnagi.2025.1685288,94,3,55,development,diagnostic,0.78,na,85,na,63,na,na,na,na,na,yes
10.3389_fnagi.2025.1685288,94,4,55,development,diagnostic,0.92,na,95,na,75,na,na,na,na,na,yes
10.3389_fnagi.2025.1685288,94,5,55,development,diagnostic,0.78,na,80,na,70,na,na,na,na,na,yes
10.1016_j.jinf.2025.106458,95,1,1010,development,diagnostic,0.68,yes,na,na,na,na,cnd,na,na,na,yes
10.1016_j.jinf.2025.106458,95,2,1010,development,diagnostic,0.68,yes,na,na,na,na,cnd,na,na,na,yes
10.1016_j.jinf.2025.106458,95,3,1010,development,diagnostic,0.56,yes,na,na,na,na,cnd,na,na,na,yes
10.1016_j.jinf.2025.106458,95,4,1010,development,diagnostic,0.67,yes,na,na,na,na,cnd,na,na,na,yes
10.1016_j.jinf.2025.106458,95,5,1010,development,diagnostic,0.66,yes,na,na,nn,na,cnd,na,na,na,yes
10.1016_j.jinf.2025.106458,95,6,1010,development,diagnostic,0.75,yes,na,na,na,na,cnd,na,na,na,yes
10.1016_j.jinf.2025.106458,95,7,1010,development,diagnostic,0.73,yes,na,na,na,na,cnd,na,na,na,yes
10.3389_fcvm.2025.1620664,96,1,858,development,prognostic,0.85,na,88,na,83,na,yes,yellow,a,na,yes
10.3389_fcvm.2025.1620664,96,2,369,validation,prognostic,0.83,na,87,na,84,na,yes,red,b,na,yes
10.3389_fcvm.2025.1620664,96,3,1545,validation,prognostic,0.81,na,84,na,84,na,yes,yellow,c,na,yes
10.3389_fcvm.2025.1620664,96,4,858,development,prognostic,0.77,na,89,na,78,na,yes,red,a,na,yes
10.3389_fcvm.2025.1620664,96,5,369,validation,prognostic,0.76,na,86,na,78,na,yes,yellow,b,na,yes
10.3389_fcvm.2025.1620664,96,6,1545,validation,prognostic,0.76,na,85,na,80,na,yes,red,c,na,yes
10.1007_s00330-025-12116-9,97,1,120,development,prognostic,0.72,na,58,na,86,na,cnd,na,na,na,yes
10.1007_s00330-025-12116-9,97,2,120,development,prognostic,0.75,na,43,na,90,na,cnd,na,na,na,yes
10.1007_s00330-025-12116-9,97,3,120,development,prognostic,0.83,na,87,na,68,na,cnd,na,na,na,yes
10.1007_s00330-025-12116-9,97,4,30,validation,prognostic,0.76,na,59,na,85,na,cnd,na,na,na,yes
10.1007_s00330-025-12116-9,97,5,30,validation,prognostic,0.82,na,78,na,87.5,na,cnd,na,na,na,yes
10.1007_s00330-025-12116-9,97,6,30,validation,prognostic,0.88,na,70,na,95,na,cnd,na,na,na,yes
10.1007_s00330-025-12116-9,97,7,10,validation,prognostic,0.64,na,47,na,78,na,cnd,na,na,na,yes
10.1007_s00330-025-12116-9,97,8,10,validation,prognostic,0.7,na,76,na,59,na,cnd,na,na,na,yes
10.1007_s00330-025-12116-9,97,9,10,validation,prognostic,0.77,na,85,na,65,na,cnd,na,na,na,yes
10.1016_j.envpol.2025.127519,na,na,na,na,na,na,na,na,na,na,na,na,na,na,not prediction model study,yes
10.1007_s00431-024-05934-4,98,1,115,development,diagnostic,0.83,yes,65,na,83,na,yes,blue,1,na,yes
10.1007_s00431-024-05934-4,98,2,115,development,diagnostic,0.78,yes,66,na,83,na,yes,blue,2,na,yes
10.1007_s00464-025-11725-1,99,1,180,development,prognostic,0.908,yes,na,na,na,na,yes,blue,a,na,yes
10.1007_s00464-025-11725-1,99,2,75,validation,prognostic,0.888,yes,na,na,na,na,yes,red,b,na,yes
10.3389_fendo.2025.1617229,100,1,1584,development,prognostic,0.631,yes,na,na,na,na,na,na,na,na,yes
10.3389_fendo.2025.1617229,100,2,1584,development,prognostic,0.663,yes,44.4,na,80.9,na,yes,blue,1,na,yes
10.1007_s12519-025-00940-4,101,1,125,development,prognostic,0.833,yes,na,na,na,na,yes,red,a,na,yes
10.1210_clinem_dgaf673,na,na,na,na,na,na,na,na,na,na,na,na,na,na,not prediction model study,yes
10.1177_17562848251333025,102,1,1344,development,prognostic,0.72,yes,na,na,na,na,yes,blue,1,na,yes
10.3389_fendo.2025.1518764,103,1,125,development,diagnostic,0.719,yes,75.6,na,66,na,na,na,na,na,yes
10.3389_fendo.2025.1518764,103,2,125,development,diagnostic,0.824,yes,61.5,na,89.4,na,na,na,na,na,yes
10.3389_fendo.2025.1518764,103,3,125,development,diagnostic,0.773,yes,75.6,na,74.5,na,na,na,na,na,yes
10.3389_fendo.2025.1518764,103,4,125,development,diagnostic,0.786,yes,82.1,na,59.6,na,na,na,na,na,yes
10.3389_fendo.2025.1518764,103,5,125,development,diagnostic,0.755,yes,83.3,na,57.4,na,na,na,na,na,yes
10.3389_fendo.2025.1518764,103,6,125,development,diagnostic,0.783,yes,75.6,na,70.2,na,na,na,na,na,yes
10.3389_fendo.2025.1518764,103,7,125,development,diagnostic,0.879,yes,83.3,na,87.2,na,na,na,na,na,yes
10.3389_fendo.2025.1518764,103,8,125,development,diagnostic,0.927,yes,91,na,85.1,na,yes,blue,1,na,yes
10.3389_fendo.2025.1518764,103,9,125,development,diagnostic,0.797,yes,71.8,na,79.7,na,na,na,na,na,yes
10.3389_fendo.2025.1518764,103,10,125,development,diagnostic,0.866,yes,79.5,na,81.2,na,na,na,na,na,yes
10.3389_fendo.2025.1518764,103,11,125,development,diagnostic,0.903,yes,93.6,na,70.2,na,na,na,na,na,yes
10.3389_fendo.2025.1518764,103,12,125,development,diagnostic,0.924,yes,96.2,na,83,na,yes,green,1,na,yes
10.3389_fendo.2025.1518764,103,13,125,development,diagnostic,0.973,yes,na,na,na,na,yes,red,1,na,yes
10.3389_fmed.2025.1615950,104,1,512,development,prognostic,0.7163,yes,na,na,na,na,yes,blue,1,na,yes
10.3389_fmed.2025.1615950,104,2,512,development,prognostic,0.9771,yes,na,na,na,na,yes,green,1,na,yes
10.3389_fmed.2025.1615950,104,3,512,development,prognostic,0.6984,yes,na,na,na,na,yes,red,1,na,yes
10.3389_fmed.2025.1615950,104,4,512,development,prognostic,0.9601,yes,na,na,na,na,yes,pruple,1,na,yes
10.3389_fmed.2025.1615950,104,5,512,development,prognostic,0.9792,yes,na,na,na,na,yes,yellow,1,na,yes
10.2147_COPD.S545141,105,1,1396,development,prognostic,0.81,yes,na,na,na,na,yes,blue,a,na,yes
10.2147_COPD.S545141,105,2,1396,development,prognostic,0.848,yes,na,na,na,na,yes,red,a,na,yes
10.2147_COPD.S545141,105,3,1396,development,prognostic,0.904,yes,na,na,na,na,yes,green,a,na,yes
10.2147_COPD.S545141,105,4,1396,development,prognostic,0.832,yes,na,na,na,na,yes,blue,b,na,yes
10.2147_COPD.S545141,105,5,1396,development,prognostic,0.873,yes,na,na,na,na,yes,red,b,na,yes
10.2147_COPD.S545141,105,6,1396,development,prognostic,0.929,yes,na,na,na,na,yes,green,b,na,yes
10.3389_fpsyt.2025.1657696,106,1,485,development,diagnostic,0.636,na,84,na,47,na,yes,black,a,na,yes
10.3389_fpsyt.2025.1657696,106,2,485,development,diagnostic,0.724,na,90,na,49,na,yes,black,b,na,yes
10.1016_j.resuscitation.2025.110837,107,1,122,development,prognostic,0.79,yes,na,na,na,na,yes,dash,a,na,yes
10.1016_j.resuscitation.2025.110837,107,2,122,development,prognostic,0.91,yes,na,na,na,na,yes,dot,a,na,yes
10.1016_j.resuscitation.2025.110837,107,3,122,development,prognostic,0.74,yes,na,na,na,na,yes,dash,b,na,yes
10.1016_j.resuscitation.2025.110837,107,4,122,development,prognostic,0.85,yes,na,na,na,na,yes,dot,b,na,yes
10.1016_j.resuscitation.2025.110837,107,5,122,development,prognostic,0.77,yes,na,na,na,na,yes,dash,c,na,yes
10.1016_j.resuscitation.2025.110837,107,6,122,development,prognostic,0.91,yes,na,na,na,na,yes,dot,c,na,yes
10.1016_j.resuscitation.2025.110837,107,7,122,development,prognostic,0.77,yes,na,na,na,na,yes,dash,d,na,yes
10.1016_j.resuscitation.2025.110837,107,8,122,development,prognostic,0.92,yes,na,na,na,na,yes,dot,d,na,yes
10.1016_j.resuscitation.2025.110837,107,9,122,development,prognostic,0.76,yes,na,na,na,na,yes,dash,e,na,yes
10.1016_j.resuscitation.2025.110837,107,10,122,development,prognostic,0.92,yes,na,na,na,na,yes,dot,e,na,yes
10.1016_j.resuscitation.2025.110837,107,11,122,development,prognostic,0.76,yes,na,na,na,na,yes,dash,f,na,yes
10.1016_j.resuscitation.2025.110837,107,12,122,development,prognostic,0.9,yes,na,na,na,na,yes,dot,f,na,yes
10.1016_j.resuscitation.2025.110837,107,13,122,development,prognostic,0.77,yes,na,na,na,na,yes,dash,g,na,yes
10.1016_j.resuscitation.2025.110837,107,14,122,development,prognostic,0.89,yes,na,na,na,na,yes,dot,g,na,yes
10.1016_j.resuscitation.2025.110837,107,15,122,development,prognostic,0.76,yes,na,na,na,na,yes,dash,h,na,yes
10.1016_j.resuscitation.2025.110837,107,16,122,development,prognostic,0.89,yes,na,na,na,na,yes,dot,h,na,yes
10.1016_j.resuscitation.2025.110837,107,17,122,development,prognostic,0.75,yes,na,na,na,na,yes,dash,i,na,yes
10.1016_j.resuscitation.2025.110837,107,18,122,development,prognostic,0.9,yes,na,na,na,na,yes,dot,i,na,yes
10.1016_j.resuscitation.2025.110837,107,19,122,development,prognostic,0.75,yes,na,na,na,na,yes,dash,j,na,yes
10.1016_j.resuscitation.2025.110837,107,20,122,development,prognostic,0.9,yes,na,na,na,na,yes,dot,j,na,yes
10.1016_j.aca.2025.344455,na,na,na,na,na,na,na,na,na,na,na,na,na,na,not prediction model study,yes
10.3389_fendo.2025.1504878,108,1,1463,development,diagnostic,0.5773,yes,43.6,na,70.95,na,yes,black,1,na,yes
10.3389_fendo.2025.1504878,108,2,1463,development,diagnostic,0.5681,yes,41.28,na,71.49,na,yes,red,1,na,yes
10.1016_j.jocmr.2025.101933,109,1,179,validation,diagnostic,0.8,yes,na,na,na,na,na,na,na,na,yes
10.1016_j.jocmr.2025.101933,109,2,179,validation,diagnostic,0.94,yes,93.2,na,80.8,na,yes,blue,1,na,yes
10.1016_j.jocmr.2025.101933,109,3,179,validation,diagnostic,0.9,yes,91.8,na,86.9,na,yes,pruple,1,na,yes
10.1016_j.jocmr.2025.101933,109,4,179,validation,diagnostic,0.46,yes,na,na,na,na,na,na,na,na,yes
10.1016_j.jocmr.2025.101933,109,5,179,validation,diagnostic,0.44,yes,na,na,na,na,na,na,na,na,yes
10.1016_j.jocmr.2025.101933,109,6,179,validation,diagnostic,0.7,yes,na,na,na,na,yes,blue,2,na,yes
10.1016_j.jocmr.2025.101933,109,7,179,validation,diagnostic,0.72,yes,na,na,na,na,yes,pruple,2,na,yes
10.1016_j.jocmr.2025.101933,109,8,179,validation,diagnostic,0.42,yes,na,na,na,na,na,na,na,na,yes
10.1016_j.jocmr.2025.101933,109,9,179,validation,diagnostic,0.46,yes,na,na,na,na,na,na,na,na,yes
10.1136_gutjnl-2025-335598,110,1,469,validation,diagnostic,0.812,missing decimal,na,na,na,na,cnd,na,na,na,yes
10.1136_gutjnl-2025-335598,110,2,469,validation,diagnostic,0.843,yes,na,na,na,na,cnd,na,na,na,yes
10.1136_gutjnl-2025-335598,110,3,469,validation,diagnostic,0.68,yes,na,na,na,na,cnd,na,na,na,yes
10.1136_gutjnl-2025-335598,110,4,469,validation,diagnostic,0.769,yes,na,na,na,na,cnd,na,na,na,yes
10.1136_gutjnl-2025-335598,110,5,469,validation,diagnostic,0.738,yes,na,na,na,na,cnd,na,na,na,yes
10.1136_gutjnl-2025-335598,110,6,469,validation,diagnostic,0.847,yes,na,na,na,na,cnd,na,na,na,yes
10.1136_gutjnl-2025-335598,110,7,469,validation,diagnostic,0.852,yes,na,na,na,na,cnd,na,na,na,yes
10.2106_JBJS.24.01601,111,1,203,validation,diagnostic,0.942,yes,74.3,yes,95.3,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,2,203,validation,diagnostic,0.922,yes,67,yes,94.3,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,3,203,validation,diagnostic,0.93,yes,70.4,yes,93.9,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,4,203,validation,diagnostic,0.899,yes,68.6,yes,92.4,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,5,203,validation,diagnostic,0.924,yes,65.7,yes,93.5,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,6,203,validation,diagnostic,0.908,yes,83.2,yes,84.4,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,7,203,validation,diagnostic,0.96,yes,80.6,yes,91.8,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,8,203,validation,diagnostic,0.941,yes,75,yes,95.5,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,9,203,validation,diagnostic,0.934,yes,66.1,yes,95.9,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,10,203,validation,diagnostic,0.917,yes,63,yes,99.2,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,11,203,validation,diagnostic,0.902,yes,83.2,yes,78.6,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,12,203,validation,diagnostic,0.97,yes,66.7,yes,97.5,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,13,203,validation,diagnostic,0.959,yes,87.5,yes,84.6,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,14,203,validation,diagnostic,0.919,yes,35.6,yes,100,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,15,203,validation,diagnostic,0.944,yes,77.8,yes,98.4,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,16,203,validation,diagnostic,0.922,yes,97.6,yes,55.8,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,17,203,validation,diagnostic,0.963,yes,61.1,yes,98.8,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,18,203,validation,diagnostic,0.944,yes,59.4,yes,96.8,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,19,203,validation,diagnostic,0.911,yes,49.2,yes,99.5,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,20,203,validation,diagnostic,0.905,yes,25.9,yes,100,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,21,203,validation,diagnostic,0.872,yes,86.4,yes,70.8,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,22,203,validation,diagnostic,0.932,yes,72.2,yes,96.3,yes,na,na,na,na,yes
