doi,article,model,sample_size,study_type,model_type,auc,auc_ci,sens,sens_ci,spec,spec_ci,roc,roc_colour,roc_panel,exclude,from_rand_order
10.1371_journal.pmed.1004665,132,91,301,validation,diagnostic,0.723,na,na,na,na,na,yes,purple,s,na,yes
10.1371_journal.pmed.1004665,132,92,301,validation,diagnostic,0.897,na,na,na,na,na,yes,red,s,na,yes
10.1371_journal.pmed.1004665,132,93,301,validation,diagnostic,0.805,na,na,na,na,na,yes,navy,t,na,yes
10.1371_journal.pmed.1004665,132,94,301,validation,diagnostic,0.725,na,na,na,na,na,yes,yellow,t,na,yes
10.1371_journal.pmed.1004665,132,95,301,validation,diagnostic,0.74,na,na,na,na,na,yes,green,t,na,yes
10.1371_journal.pmed.1004665,132,96,301,validation,diagnostic,0.614,na,na,na,na,na,yes,blue,t,na,yes
10.1371_journal.pmed.1004665,132,97,301,validation,diagnostic,0.748,na,na,na,na,na,yes,purple,t,na,yes
10.1371_journal.pmed.1004665,132,98,301,validation,diagnostic,0.909,na,na,na,na,na,yes,red,t,na,yes
10.3389_fendo.2025.1698247,133,1,cnd,development,diagnostic,0.877,yes,75,yes,90.3,yes,yes,orange,a,na,yes
10.3389_fendo.2025.1698247,133,2,cnd,validation,diagnostic,0.824,yes,75.4,yes,80.7,yes,yes,black,a,na,yes
10.3389_fendo.2025.1698247,133,3,cnd,development,diagnostic,0.956,yes,86.2,yes,94.3,yes,yes,pink,b,na,yes
10.3389_fendo.2025.1698247,133,4,cnd,validation,diagnostic,0.958,yes,87.2,yes,92.8,yes,yes,orange,b,na,yes
10.3389_fendo.2025.1698247,133,5,cnd,development,diagnostic,0.964,yes,89.1,yes,96,yes,yes,yellow,b,na,yes
10.3389_fendo.2025.1698247,133,6,cnd,validation,diagnostic,0.965,yes,90.1,yes,95.1,yes,yes,black,b,na,yes
10.3389_fendo.2025.1698247,133,7,cnd,development,diagnostic,0.957,yes,90,yes,90.7,yes,yes,pink,c,na,yes
10.3389_fendo.2025.1698247,133,8,cnd,validation,diagnostic,0.958,yes,87.5,yes,93.5,yes,yes,orange,c,na,yes
10.3389_fendo.2025.1698247,133,9,cnd,development,diagnostic,0.968,yes,89.1,yes,95.4,yes,yes,yellow,c,na,yes
10.3389_fendo.2025.1698247,133,10,cnd,validation,diagnostic,0.969,yes,88.1,yes,95.9,yes,yes,black,c,na,yes
10.3389_fnut.2025.1668778,134,1,3210,development,prognostic,0.84,na,na,na,na,na,na,na,na,na,yes
10.1002_lary.70332,135,1,150,development,diagnostic,0.72,na,70,na,66,na,yes,red,a,na,yes
10.1002_lary.70332,135,1,150,development,diagnostic,0.75,na,70,na,72,na,yes,red,b,na,yes
10.1002_lary.70332,135,1,150,development,diagnostic,0.49,na,70,na,32,na,yes,blue,a,na,yes
10.1002_lary.70332,135,1,150,development,diagnostic,0.49,na,70,na,26,na,yes,blue,b,na,yes
10.1002_lary.70332,135,1,150,development,diagnostic,0.75,na,70,na,66,na,yes,dotted,a,na,yes
10.1002_lary.70332,135,1,150,development,diagnostic,0.77,na,70,na,68,na,yes,dotted,b,na,yes
10.1007_s00330-025-11981-8,136,1,31,validation,prognostic,0.85,yes,64,yes,88,yes,cnd,na,na,na,yes
10.1007_s00330-025-11981-8,136,2,31,validation,prognostic,0.81,yes,89,yes,62,yes,cnd,na,na,na,yes
10.1007_s00330-025-11981-8,136,3,62,validation,prognostic,0.89,yes,84,yes,85,yes,cnd,na,na,na,yes
10.1007_s00330-025-11981-8,136,4,31,validation,prognostic,0.8,yes,57,yes,88,yes,cnd,na,na,na,yes
10.1007_s00330-025-11981-8,136,5,31,validation,prognostic,0.86,yes,87,yes,66,yes,cnd,na,na,na,yes
10.1007_s00330-025-11981-8,136,6,62,validation,prognostic,0.96,yes,85,yes,88,yes,cnd,na,na,na,yes
10.1007_s00330-025-11981-8,136,7,31,validation,prognostic,0.85,yes,71,yes,76,yes,cnd,na,na,na,yes
10.1007_s00330-025-11981-8,136,8,31,validation,prognostic,0.9,yes,87,yes,73,yes,cnd,na,na,na,yes
10.1007_s00330-025-11981-8,136,9,62,validation,prognostic,0.96,yes,86,yes,76,yes,cnd,na,na,na,yes
10.1007_s00330-025-11981-8,136,10,31,validation,prognostic,0.77,yes,91,yes,80,yes,cnd,na,na,na,yes
10.1007_s00330-025-11981-8,136,11,31,validation,prognostic,0.84,yes,90,yes,54,yes,cnd,na,na,na,yes
10.1007_s00330-025-11981-8,136,12,62,validation,prognostic,0.91,yes,73,yes,92,yes,cnd,na,na,na,yes
10.1007_s00330-025-11981-8,136,13,31,validation,prognostic,0.86,yes,86,yes,82,yes,cnd,na,na,na,yes
10.1007_s00330-025-11981-8,136,14,31,validation,prognostic,0.93,yes,90,yes,78,yes,cnd,na,na,na,yes
10.1007_s00330-025-11981-8,136,15,62,validation,prognostic,0.96,yes,88,yes,85,yes,cnd,na,na,na,yes
10.1016_j.ijmedinf.2025.105901,137,1,321,development,prognostic,0.93,na,85,na,85.3,na,na,na,na,na,yes
10.1016_j.ijmedinf.2025.105901,137,2,321,development,prognostic,0.87,na,77.9,na,80.5,na,na,na,na,na,yes
10.1016_j.ijmedinf.2025.105901,137,3,321,development,prognostic,0.94,na,84.7,na,87.1,na,na,na,na,na,yes
10.1016_j.ijmedinf.2025.105901,137,4,321,development,prognostic,0.94,na,87.3,na,87,na,na,na,na,na,yes
10.1016_j.ijmedinf.2025.105901,137,5,321,development,prognostic,0.9,na,81.7,na,82,na,na,na,na,na,yes
10.1016_j.ijmedinf.2025.105901,137,6,321,development,prognostic,0.95,na,89.2,na,86.5,na,na,na,na,na,yes
10.1016_j.ijmedinf.2025.105901,137,7,321,development,prognostic,0.95,na,88.1,na,87.8,na,na,na,na,na,yes
10.1016_j.ijmedinf.2025.105901,137,8,321,development,prognostic,0.91,na,82.4,na,83,na,na,na,na,na,yes
10.1016_j.ijmedinf.2025.105901,137,9,321,development,prognostic,0.95,na,89.5,na,87.9,na,na,na,na,na,yes
10.1016_j.ijmedinf.2025.105901,137,10,321,development,prognostic,0.89,na,81.1,na,80.9,na,na,na,na,na,yes
10.1016_j.ijmedinf.2025.105901,137,11,321,development,prognostic,0.82,na,74.2,na,74.5,na,na,na,na,na,yes
10.1016_j.ijmedinf.2025.105901,137,12,321,development,prognostic,0.87,na,72,na,81.6,na,na,na,na,na,yes
10.1016_j.ijmedinf.2025.105901,137,13,321,development,prognostic,0.89,na,77.8,na,83.3,na,na,na,na,na,yes
10.1016_j.ijmedinf.2025.105901,137,14,321,development,prognostic,0.82,na,69,na,78.1,na,na,na,na,na,yes
10.1016_j.ijmedinf.2025.105901,137,15,321,development,prognostic,0.88,na,76,na,82.6,na,na,na,na,na,yes
10.1016_j.ijmedinf.2025.105901,137,16,321,development,prognostic,0.91,na,81.5,na,83.9,na,na,na,na,na,yes
10.1016_j.ijmedinf.2025.105901,137,17,321,development,prognostic,0.84,na,74.6,na,78.1,na,na,na,na,na,yes
10.1016_j.ijmedinf.2025.105901,137,18,321,development,prognostic,0.89,na,77.4,na,83.4,na,na,na,na,na,yes
10.1016_j.ijmedinf.2025.105901,137,19,321,development,prognostic,0.97,na,91.7,na,90.3,na,na,na,na,na,yes
10.1016_j.ijmedinf.2025.105901,137,20,321,development,prognostic,0.95,na,88.6,na,86.6,na,na,na,na,na,yes
10.1016_j.ijmedinf.2025.105901,137,21,321,development,prognostic,0.97,na,93,na,90.2,na,na,na,na,na,yes
10.1016_j.ijmedinf.2025.105901,137,22,321,development,prognostic,0.94,na,92,na,84,na,na,na,na,na,yes
10.1016_j.ijmedinf.2025.105901,137,23,321,development,prognostic,0.9,na,86.8,na,82.4,na,na,na,na,na,yes
10.1016_j.ijmedinf.2025.105901,137,24,321,development,prognostic,0.92,na,84.3,na,85.3,na,na,na,na,na,yes
10.1016_j.ijmedinf.2025.105901,137,25,186,validation,prognostic,0.91,na,na,na,na,na,na,na,na,na,yes
10.1016_j.ijmedinf.2025.105901,137,25,186,validation,prognostic,0.95,na,na,na,na,na,na,na,na,na,yes
10.3389_fendo.2025.1650116,138,1,105,development,diagnostic,0.837,na,87.4,na,87.4,na,na,na,na,na,yes
10.3389_fendo.2025.1650116,138,2,105,development,diagnostic,0.739,na,84.2,na,84.2,na,na,na,na,na,yes
10.3389_fendo.2025.1650116,138,3,105,development,diagnostic,0.739,na,89.5,na,89.5,na,na,na,na,na,yes
10.3389_fendo.2025.1650116,138,4,105,development,diagnostic,0.691,na,86.3,na,86.3,na,na,na,na,na,yes
10.3389_fendo.2025.1650116,138,5,105,development,diagnostic,0.829,na,78.9,na,78.9,na,na,na,na,na,yes
10.3389_fendo.2025.1650116,138,6,105,development,diagnostic,0.763,na,89.5,na,89.5,na,na,na,na,na,yes
10.3389_fendo.2025.1650116,138,7,105,development,diagnostic,0.759,na,76.8,na,76.8,na,na,na,na,na,yes
10.3389_fendo.2025.1650116,138,8,105,development,diagnostic,0.74,na,69.5,na,69.5,na,na,na,na,na,yes
10.3348_kjr.2024.1202,139,1,138,development,diagnostic,0.863,yes,68.8,na,90,na,yes,navy,1,na,yes
10.3348_kjr.2024.1202,139,2,138,development,diagnostic,0.69,yes,47.9,na,85.6,na,yes,yellow,1,na,yes
10.3348_kjr.2024.1202,139,3,138,development,diagnostic,0.931,yes,85.4,na,87.8,na,yes,blue,1,na,yes
10.3348_kjr.2024.1202,139,4,138,development,diagnostic,0.943,yes,91.7,na,84.4,na,yes,orange,1,na,yes
10.3348_kjr.2024.1202,139,5,138,development,diagnostic,0.829,yes,91.7,na,65.6,na,na,na,na,na,yes
10.3348_kjr.2024.1202,139,6,138,development,diagnostic,0.817,yes,77.1,na,81.1,na,na,na,na,na,yes
10.3348_kjr.2024.1202,139,7,138,development,diagnostic,0.774,yes,54.2,na,84.4,na,na,na,na,na,yes
10.1080_14737159.2025.2579046,140,1,859,development,prognostic,0.874,yes,79.6,na,81.5,na,yes,black,1,na,yes
10.1016_j.jpainsymman.2025.09.025,na,na,na,na,na,na,na,na,na,na,na,na,na,na,not prediction model study,yes
10.3389_fendo.2025.1501383,141,1,1550,development,diagnostic,0.69,yes,na,na,na,na,yes,blue,c,na,yes
10.3389_fendo.2025.1501383,141,2,1550,development,diagnostic,0.63,yes,na,na,na,na,yes,red,d,na,yes
10.3389_fendo.2025.1501383,141,3,1550,development,diagnostic,0.77,yes,na,na,na,na,yes,blue,d,na,yes
10.3389_fendo.2025.1501383,141,4,1550,development,diagnostic,0.68,yes,na,na,na,na,na,na,na,na,yes
10.3389_fendo.2025.1501383,141,5,1550,development,diagnostic,0.71,yes,na,na,na,na,na,na,na,na,yes
10.3389_fendo.2025.1501383,141,6,1550,development,diagnostic,0.83,yes,na,na,na,na,yes,blue,a,na,yes
10.3389_fendo.2025.1501383,141,7,1550,development,diagnostic,0.89,yes,na,na,na,na,yes,red,b,na,yes
10.3389_fendo.2025.1501383,141,8,1550,development,diagnostic,0.7,yes,na,na,na,na,yes,blue,b,na,yes
10.3389_fendo.2025.1501383,141,9,1550,development,diagnostic,0.88,yes,na,na,na,na,na,na,na,na,yes
10.3389_fendo.2025.1501383,141,10,1550,development,diagnostic,0.77,yes,na,na,na,na,na,na,na,na,yes
10.1007_s00345-025-05659-5,142,1,40,development,diagnostic,0.86,yes,75,na,90,na,yes,red,1,na,yes
10.1186_s12986-025-00976-3,143,1,1536,development,prognostic,0.834,na,na,na,na,na,na,na,na,na,yes
10.1186_s12986-025-00976-3,144,1,659,validation,prognostic,0.897,yes,na,na,na,na,yes,blue,1,na,yes
10.3390_biomedicines13071747,145,1,88,development,diagnostic,0.81,yes,na,na,na,na,yes,red,na,na,yes
10.3390_biomedicines13071747,145,2,88,development,diagnostic,0.71,yes,na,na,na,na,yes,orange,na,na,yes
10.3390_biomedicines13071747,145,3,88,development,diagnostic,0.71,yes,na,na,na,na,yes,green,na,na,yes
10.3390_biomedicines13071747,145,4,88,development,diagnostic,0.66,yes,na,na,na,na,yes,blue,na,na,yes
10.3390_biomedicines13071747,145,5,88,development,diagnostic,0.32,yes,na,na,na,na,yes,navy,na,na,yes
10.1111_imm.13891,146,1,16,development,prognostic,0.91,yes,na,na,na,na,yes,blue,a,na,yes
10.1111_imm.13891,146,2,16,development,prognostic,0.91,yes,na,na,na,na,yes,pink,a,na,yes
10.1111_imm.13891,146,3,16,development,prognostic,0.91,yes,na,na,na,na,yes,green,a,na,yes
10.1111_imm.13891,146,4,16,development,prognostic,0.94,yes,na,na,na,na,yes,green,a,na,yes
10.1111_imm.13891,146,5,16,development,prognostic,0.94,yes,na,na,na,na,yes,blue,b,na,yes
10.1111_imm.13891,146,6,16,development,prognostic,0.81,yes,na,na,na,na,yes,blue,c,na,yes
10.1007_s00259-025-07444-3,147,1,64,development,diagnostic,0.825,na,80,na,75,na,yes,blue,a,na,yes
10.1007_s00259-025-07444-3,147,2,64,development,diagnostic,0.869,na,75,na,93,na,yes,purple,a,na,yes
10.1007_s00259-025-07444-3,147,3,64,development,diagnostic,0.848,na,90,na,75,na,yes,orange,a,na,yes
10.1007_s00259-025-07444-3,147,4,64,development,diagnostic,0.906,na,85,na,91,na,yes,green,a,na,yes
10.1016_j.jamda.2025.105798,148,1,699,validation,prognostic,0.78,yes,84.31,na,60.61,na,yes,red,a,na,yes
10.1016_j.jamda.2025.105798,148,2,699,validation,prognostic,0.651,yes,70.59,na,54.55,na,yes,blue,a,na,yes
10.1016_j.jamda.2025.105798,148,3,699,validation,prognostic,0.793,yes,69.11,na,74.18,na,yes,red,c,na,yes
10.1016_j.jamda.2025.105798,148,4,699,validation,prognostic,0.681,yes,65.85,na,62.21,na,yes,blue,c,na,yes
10.1016_j.jamda.2025.105798,148,5,699,validation,prognostic,0.767,yes,84.21,na,67.94,na,yes,red,b,na,yes
10.1016_j.jamda.2025.105798,148,6,699,validation,prognostic,0.798,yes,51.91,na,94.74,na,yes,blue,b,na,yes
10.1016_j.jamda.2025.105798,148,7,699,validation,prognostic,0.816,yes,81.03,na,69.86,na,yes,red,d,na,yes
10.1016_j.jamda.2025.105798,148,8,699,validation,prognostic,0.772,yes,75.15,na,65.52,na,yes,blue,d,na,yes
10.1016_j.acra.2025.02.046,149,1,230,development,prognostic,0.713,yes,44.4,na,88.5,na,yes,pink,a,na,yes
10.1016_j.acra.2025.02.046,149,2,87,validation,prognostic,0.705,yes,36.8,na,93.3,na,yes,pink,b,na,yes
10.1016_j.acra.2025.02.046,149,3,95,validation,prognostic,0.731,yes,76.9,na,60,na,yes,pink,c,na,yes
10.1016_j.acra.2025.02.046,149,4,230,development,prognostic,0.782,yes,66.7,na,77,na,yes,navy,a,na,yes
10.1016_j.acra.2025.02.046,149,5,87,validation,prognostic,0.768,yes,84.2,na,57.8,na,yes,navy,b,na,yes
10.1016_j.acra.2025.02.046,149,6,95,validation,prognostic,0.712,yes,61.5,na,76,na,yes,navy,c,na,yes
10.1016_j.acra.2025.02.046,149,7,230,development,prognostic,0.79,yes,73.3,na,76.1,na,yes,teal,a,na,yes
10.1016_j.acra.2025.02.046,149,8,87,validation,prognostic,0.711,yes,68.4,na,77.8,na,yes,teal,b,na,yes
10.1016_j.acra.2025.02.046,149,9,95,validation,prognostic,0.612,yes,69.2,na,56,na,yes,teal,c,na,yes
10.1016_j.acra.2025.02.046,149,10,230,development,prognostic,0.926,yes,82.2,na,92,na,yes,orange,a,na,yes
10.1016_j.acra.2025.02.046,149,11,87,validation,prognostic,0.864,yes,84.2,na,80,na,yes,orange,b,na,yes
10.1016_j.acra.2025.02.046,149,12,95,validation,prognostic,0.851,yes,80.8,na,84,na,yes,orange,c,na,yes
10.1016_j.acra.2025.02.046,149,13,230,development,prognostic,0.959,yes,87.8,na,90.3,na,yes,blue,a,na,yes
10.1016_j.acra.2025.02.046,149,14,87,validation,prognostic,0.925,yes,89.5,na,84.4,na,yes,blue,b,na,yes
10.1016_j.acra.2025.02.046,149,15,95,validation,prognostic,0.889,yes,76.9,na,92,na,yes,blue,c,na,yes
10.1016_j.jpsychires.2025.02.057,na,na,na,na,na,na,na,na,na,na,na,na,na,na,not prediction model study,yes
10.1089_end.2024.0922,150,1,382,validation,prognostic,0.88,na,na,na,na,na,yes,black,1,na,yes
10.1089_end.2024.0922,150,2,382,validation,prognostic,0.84,na,na,na,na,na,na,na,na,na,yes
10.1111_iej.70055,151,3,40,validation,diagnostic,0.95,na,na,na,na,na,yes,pink,1b,na,yes
10.1111_iej.70055,151,4,40,validation,diagnostic,0.94,na,na,na,na,na,yes,black,1b,na,yes
10.1111_iej.70055,151,5,40,validation,diagnostic,1,na,na,na,na,na,yes,purple,1b,na,yes
10.1111_iej.70055,151,6,40,validation,diagnostic,1,na,na,na,na,na,yes,orange,1b,na,yes
10.1111_iej.70055,151,7,40,validation,diagnostic,0.91,na,na,na,na,na,yes,blue,1b,na,yes
10.1111_iej.70055,151,8,40,validation,diagnostic,0.84,na,na,na,na,na,yes,red,1b,na,yes
10.1111_iej.70055,151,9,40,validation,diagnostic,0.93,na,na,na,na,na,yes,green,1b,na,yes
10.1111_iej.70055,151,10,40,validation,diagnostic,0.98,na,na,na,na,na,yes,pink,1d,na,yes
10.1111_iej.70055,151,11,40,validation,diagnostic,0.97,na,na,na,na,na,yes,black,1d,na,yes
10.1111_iej.70055,151,12,40,validation,diagnostic,0.98,na,na,na,na,na,yes,purple,1d,na,yes
10.1111_iej.70055,151,13,40,validation,diagnostic,0.97,na,na,na,na,na,yes,orange,1d,na,yes
10.1111_iej.70055,151,14,40,validation,diagnostic,0.97,na,na,na,na,na,yes,blue,1d,na,yes
10.1111_iej.70055,151,15,40,validation,diagnostic,0.96,na,na,na,na,na,yes,red,1d,na,yes
10.1111_iej.70055,151,16,40,validation,diagnostic,1,na,na,na,na,na,yes,green,1d,na,yes
10.1111_iej.70055,151,17,40,validation,diagnostic,0.95,na,na,na,na,na,yes,pink,2b,na,yes
10.1111_iej.70055,151,18,40,validation,diagnostic,0.94,na,na,na,na,na,yes,black,2b,na,yes
10.1111_iej.70055,151,19,40,validation,diagnostic,1,na,na,na,na,na,yes,purple,2b,na,yes
10.1111_iej.70055,151,20,40,validation,diagnostic,0.91,na,na,na,na,na,yes,orange,2b,na,yes
10.1111_iej.70055,151,21,40,validation,diagnostic,0.86,na,na,na,na,na,yes,blue,2b,na,yes
10.1111_iej.70055,151,22,40,validation,diagnostic,0.94,na,na,na,na,na,yes,red,2b,na,yes
10.1111_iej.70055,151,23,40,validation,diagnostic,1,na,na,na,na,na,yes,green,2b,na,yes
10.1111_iej.70055,151,24,40,validation,diagnostic,0.98,na,na,na,na,na,yes,pink,2d,na,yes
10.1111_iej.70055,151,25,40,validation,diagnostic,0.97,na,na,na,na,na,yes,black,2d,na,yes
10.1111_iej.70055,151,26,40,validation,diagnostic,1,na,na,na,na,na,yes,purple,2d,na,yes
10.1111_iej.70055,151,27,40,validation,diagnostic,0.99,na,na,na,na,na,yes,orange,2d,na,yes
10.1111_iej.70055,151,28,40,validation,diagnostic,0.94,na,na,na,na,na,yes,blue,2d,na,yes
10.1111_iej.70055,151,29,40,validation,diagnostic,0.93,na,na,na,na,na,yes,red,2d,na,yes
10.1111_iej.70055,151,30,40,validation,diagnostic,0.98,na,na,na,na,na,yes,green,2d,na,yes
10.3389_fnut.2025.1640061,152,1,395,development,prognostic,0.754,yes,78.2,na,68.5,na,yes,red,1,na,yes
10.1007_s40123-025-01210-2,153,2,257,development,prognostic,0.574,yes,na,na,na,na,yes,blue,b,na,yes
10.1007_s40123-025-01210-2,153,3,257,development,prognostic,0.709,yes,na,na,na,na,yes,yellow,b,na,yes
10.1007_s40123-025-01210-2,153,4,257,development,prognostic,0.646,yes,na,na,na,na,yes,pink,b,na,yes
10.1007_s40123-025-01210-2,153,5,257,development,prognostic,0.723,yes,na,na,na,na,yes,navy,c,na,yes
10.1007_s40123-025-01210-2,153,6,257,development,prognostic,0.909,yes,na,na,na,na,yes,blue,c,na,yes
10.1007_s40123-025-01210-2,153,7,257,development,prognostic,0.661,yes,na,na,na,na,yes,red,c,na,yes
10.1007_s40123-025-01210-2,153,8,257,development,prognostic,0.854,yes,na,na,na,na,yes,purple,c,na,yes
10.1007_s40123-025-01210-2,153,9,257,development,prognostic,0.717,yes,na,na,na,na,yes,navy,d,na,yes
10.1007_s40123-025-01210-2,153,10,257,development,prognostic,0.905,yes,na,na,na,na,yes,blue,d,na,yes
10.1007_s40123-025-01210-2,153,11,257,development,prognostic,0.736,yes,na,na,na,na,yes,red,d,na,yes
10.1007_s40123-025-01210-2,153,12,257,development,prognostic,0.909,yes,na,na,na,na,yes,purple,d,na,yes
10.1007_s00431-025-06276-5,154,1,82,development,diagnostic,0.837,yes,71.8,na,97.7,na,na,na,na,na,yes
10.1007_s00431-025-06276-5,154,2,82,development,diagnostic,0.862,yes,79.5,na,90.7,na,na,na,na,na,yes
10.1007_s00431-025-06017-8,155,1,100,development,prognostic,0.7,na,70.4,na,50,na,yes,blue,1,na,yes
10.1007_s00431-025-06017-8,155,2,100,development,prognostic,0.64,na,na,na,na,na,yes,red,1,na,yes
10.3389_fnut.2025.1560655,156,1,525,development,prognostic,0.739,yes,na,na,na,na,na,na,na,na,yes
10.3389_fnut.2025.1560655,156,2,525,development,prognostic,0.711,yes,na,na,na,na,na,na,na,na,yes
10.3389_fnut.2025.1560655,156,3,525,development,prognostic,0.7,yes,na,na,na,na,na,na,na,na,yes
10.3389_fnut.2025.1560655,156,4,525,development,prognostic,0.698,yes,na,na,na,na,na,na,na,na,yes
10.3389_fnut.2025.1560655,156,5,525,development,prognostic,0.674,yes,na,na,na,na,na,na,na,na,yes
10.3389_fnut.2025.1560655,156,6,525,development,prognostic,0.643,yes,na,na,na,na,na,na,na,na,yes
10.3389_fnut.2025.1560655,156,7,525,development,prognostic,0.639,yes,na,na,na,na,na,na,na,na,yes
10.3389_fnut.2025.1560655,156,8,525,development,prognostic,0.632,yes,na,na,na,na,na,na,na,na,yes
10.3389_fnut.2025.1560655,156,9,525,development,prognostic,0.599,yes,na,na,na,na,na,na,na,na,yes
10.3389_fnut.2025.1560655,156,10,525,development,prognostic,0.623,yes,na,na,na,na,na,na,na,na,yes
10.3389_fnut.2025.1560655,156,11,525,development,prognostic,0.589,yes,na,na,na,na,na,na,na,na,yes
10.3389_fnut.2025.1560655,156,12,525,development,prognostic,0.584,yes,na,na,na,na,na,na,na,na,yes
10.3389_fnut.2025.1560655,156,13,525,development,prognostic,0.583,yes,na,na,na,na,na,na,na,na,yes
10.3389_fnut.2025.1560655,156,14,525,development,prognostic,0.795,yes,na,na,na,na,na,na,na,na,yes
10.3389_fnut.2025.1560655,156,15,525,development,prognostic,0.779,yes,na,na,na,na,na,na,na,na,yes
10.3389_fnut.2025.1560655,156,16,525,development,prognostic,0.775,yes,na,na,na,na,na,na,na,na,yes
10.3389_fnut.2025.1560655,156,17,525,development,prognostic,0.74,yes,na,na,na,na,na,na,na,na,yes
10.3389_fnut.2025.1560655,156,18,525,development,prognostic,0.699,yes,na,na,na,na,na,na,na,na,yes
10.3389_fnut.2025.1560655,156,19,525,development,prognostic,0.704,yes,na,na,na,na,na,na,na,na,yes
10.3389_fnut.2025.1560655,156,20,525,development,prognostic,0.684,yes,na,na,na,na,na,na,na,na,yes
10.3389_fnut.2025.1560655,156,21,525,development,prognostic,0.648,yes,na,na,na,na,na,na,na,na,yes
10.3389_fnut.2025.1560655,156,22,525,development,prognostic,0.579,yes,na,na,na,na,na,na,na,na,yes
10.3389_fnut.2025.1560655,156,23,525,development,prognostic,0.584,yes,na,na,na,na,na,na,na,na,yes
10.3389_fnut.2025.1560655,156,24,525,development,prognostic,0.796,yes,na,na,na,na,na,na,na,na,yes
10.3389_fnut.2025.1560655,156,25,525,development,prognostic,0.792,yes,na,na,na,na,na,na,na,na,yes
10.3389_fnut.2025.1560655,156,26,525,development,prognostic,0.785,yes,na,na,na,na,na,na,na,na,yes
10.3389_fnut.2025.1560655,156,27,525,development,prognostic,0.716,yes,na,na,na,na,na,na,na,na,yes
10.3389_fnut.2025.1560655,156,28,525,development,prognostic,0.702,yes,na,na,na,na,na,na,na,na,yes
10.3389_fnut.2025.1560655,156,29,525,development,prognostic,0.691,yes,na,na,na,na,na,na,na,na,yes
10.3389_fnut.2025.1560655,156,30,525,development,prognostic,0.66,yes,na,na,na,na,na,na,na,na,yes
10.3389_fnut.2025.1560655,156,31,525,development,prognostic,0.636,yes,na,na,na,na,na,na,na,na,yes
10.3389_fnut.2025.1560655,156,32,525,development,prognostic,0.602,yes,na,na,na,na,na,na,na,na,yes
10.3389_fnut.2025.1560655,156,33,525,development,prognostic,0.595,yes,na,na,na,na,na,na,na,na,yes
10.1016_j.cyto.2025.156891,157,1,177,development,prognostic,0.673,yes,40.5,na,88.2,na,yes,green,a,na,yes
10.1016_j.cyto.2025.156891,157,2,177,development,prognostic,0.702,yes,59.5,na,72.9,na,yes,green,a,na,yes
10.1016_j.cyto.2025.156891,157,3,177,development,prognostic,0.79,yes,71.8,na,65.8,na,yes,purple,a,na,yes
10.1097_SHK.0000000000002569,158,1,133,development,prognostic,0.77,na,na,na,na,na,yes,yellow,1,na,yes
10.1097_SHK.0000000000002569,158,2,133,development,prognostic,0.7,na,na,na,na,na,yes,blue,1,na,yes
10.1097_SHK.0000000000002569,158,3,133,development,prognostic,0.63,na,na,na,na,na,yes,grey,1,na,yes
10.1097_SHK.0000000000002569,158,4,133,development,prognostic,0.66,na,na,na,na,na,yes,orange,1,na,yes
10.1097_SHK.0000000000002569,158,5,133,development,prognostic,0.53,na,na,na,na,na,yes,grey,1,na,yes
10.1097_SHK.0000000000002569,158,6,133,development,prognostic,0.58,na,na,na,na,na,yes,grey,1,na,yes
10.3389_fphar.2025.1598756,159,1,1515,development,prognostic,0.756,na,na,na,na,na,cnd,na,na,na,yes
10.3389_fphar.2025.1598756,159,2,1515,development,prognostic,0.753,na,na,na,na,na,cnd,na,na,na,yes
10.3389_fphar.2025.1598756,159,3,1515,development,prognostic,0.705,na,na,na,na,na,cnd,na,na,na,yes
10.1016_j.exger.2025.112846,160,1,4149,development,prognostic,0.666,yes,na,na,na,na,yes,red,1,na,yes
10.1080_21505594.2025.2534078,161,1,419,development,diagnostic,0.841,yes,68.9,na,85.7,na,yes,black,1,na,yes
10.1080_21505594.2025.2534078,161,2,419,development,diagnostic,0.637,yes,na,na,na,na,yes,blue,2,na,yes
10.1080_21505594.2025.2534078,161,3,419,development,diagnostic,0.562,yes,na,na,na,na,yes,green,2,na,yes
10.1080_21505594.2025.2534078,161,4,419,development,diagnostic,0.553,yes,na,na,na,na,yes,red,2,na,yes
10.1007_s00404-025-08147-8,162,1,7913,development,prognostic,0.807,yes,na,na,na,na,yes,blue,1,na,yes
10.1007_s00404-025-08147-8,162,2,3392,validation,prognostic,0.788,yes,na,na,na,na,yes,blue,2,na,yes
10.1016_j.ultrasmedbio.2025.09.021,na,na,na,na,na,na,na,na,na,na,na,na,na,na,not prediction model study,yes
10.1016_j.ijbiomac.2025.146075,163,1,7334,development,prognostic,0.7465,na,na,na,na,na,yes,green,c,na,yes
10.1016_j.ijbiomac.2025.146075,163,2,7334,development,prognostic,0.8817,na,na,na,na,na,yes,blue,c,na,yes
10.1016_j.ijbiomac.2025.146075,163,3,7334,development,prognostic,0.9406,na,na,na,na,na,yes,yellow,c,na,yes
10.1016_j.ijbiomac.2025.146075,163,4,1152,validation,prognostic,0.7581,na,na,na,na,na,yes,green,d,na,yes
10.1016_j.ijbiomac.2025.146075,163,5,1152,validation,prognostic,0.8927,na,na,na,na,na,yes,blue,d,na,yes
10.1016_j.ijbiomac.2025.146075,163,6,1152,validation,prognostic,0.9486,na,na,na,na,na,yes,yellow,d,na,yes
